URL_length,parameter_maxlen,digit_percentage,letter_percentage,parameter_number,XSS_count,evil_char_count,char_0,char_13,char_14,char_16,char_17,char_18,char_20,char_21,word_4,word_5,word_6,word_7,word_8,word_9,word_10,word_11,word_12,word_13,label
97,45,0.474227,0.443299,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,10,0.35443,0.468354,6,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,96,0.320652,0.554348,9,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,32,0.473282,0.412214,8,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,126,0.648352,0.291209,3,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,17,0.828571,0.057143,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,5,0.0,0.875,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,10,0.44186,0.44186,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,26,0.676471,0.205882,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,88,0.282051,0.615385,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,8,0.0,0.9375,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,3,0.227273,0.522727,6,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,10,0.35443,0.468354,6,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,10,0.35443,0.468354,6,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,18,0.44,0.39,8,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,44,0.628319,0.274336,6,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,26,0.685714,0.2,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
942,472,0.196391,0.731423,11,1,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,32,0.395833,0.427083,11,1,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,10,0.35443,0.468354,6,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,32,0.489362,0.404255,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,23,0.326923,0.538462,4,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,32,0.482143,0.428571,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,11,0.281385,0.541126,18,1,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,44,0.628319,0.274336,6,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,66,0.440299,0.436567,11,1,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,14,0.141509,0.679245,7,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,7,0.038462,0.846154,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,5,0.115942,0.73913,5,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0.4375,0.5625,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,18,0.147541,0.672131,3,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,10,0.833333,0.083333,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,32,0.395,0.42,11,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,3,0.227273,0.522727,6,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,172,0.149451,0.791209,10,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,19,0.247588,0.610932,18,1,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,10,0.833333,0.083333,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,88,0.230769,0.683761,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,24,0.034884,0.837209,4,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,66,0.460768,0.405676,29,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,96,0.304348,0.570652,9,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,10,0.223602,0.484472,10,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,32,0.49359,0.371795,10,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,32,0.379487,0.446154,11,1,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,19,0.240741,0.487654,10,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,32,0.455882,0.426471,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,32,0.326087,0.507246,7,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,20,0.361111,0.407407,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,396,0.176904,0.815725,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,10,0.35443,0.468354,6,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,113,0.39645,0.414201,13,0,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1124,102,0.38879,0.474199,53,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,0.333333,0.458333,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,32,0.503817,0.381679,8,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,192,0.28,0.581053,25,0,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,32,0.387352,0.407115,15,1,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,126,0.452756,0.468504,5,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,22,0.096774,0.716846,17,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,126,0.432099,0.45679,8,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,105,0.399281,0.392086,12,0,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,51,0.379845,0.418605,20,1,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,5,0.12069,0.741379,4,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,10,0.316129,0.522581,9,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,10,0.388889,0.481481,4,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,35,0.099071,0.640867,19,1,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,20,0.475524,0.328671,7,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,19,0.240741,0.475309,10,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,19,0.246914,0.487654,10,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,105,0.4,0.4,12,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,106,0.404984,0.4081,13,0,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,9,0.089552,0.776119,5,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,126,0.647059,0.301471,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,32,0.369668,0.440758,12,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,24,0.252747,0.604396,5,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,17,0.04,0.8,3,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,45,0.283088,0.503676,6,2,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,96,0.345745,0.531915,9,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
713,16,0.347826,0.423562,65,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,32,0.355072,0.565217,6,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,32,0.355072,0.565217,6,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,18,0.037037,0.703704,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,10,0.346154,0.474359,6,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,10,0.346154,0.474359,6,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,32,0.480916,0.40458,8,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,0.1,0.8,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,84,0.349776,0.470852,21,0,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,32,0.415385,0.410256,11,1,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,17,0.24,0.52,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,15,0.041667,0.708333,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,105,0.389286,0.403571,12,0,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,256,0.501567,0.45768,6,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,7,0.461538,0.461538,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,42,0.575,0.35,5,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,32,0.530612,0.367347,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,96,0.37234,0.505319,9,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0,0.175,0.725,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718,36,0.384401,0.431755,47,2,7,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,10,0.303226,0.548387,9,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,144,0.240099,0.658416,13,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,32,0.333333,0.474178,13,1,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,10,0.35443,0.468354,6,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,44,0.280702,0.578947,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,10,0.35443,0.468354,6,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,10,0.35443,0.468354,6,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,16,0.296089,0.547486,10,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,0.125,0.75,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,6,0.058824,0.764706,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795,134,0.456604,0.38239,31,0,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,10,0.578947,0.263158,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,88,0.239316,0.65812,4,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,10,0.346154,0.474359,6,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,54,0.357377,0.495082,15,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
